id,date,screenName,texte,type,nbre_like,nbre_retweet,type_vaccin
1423368956048547841,2021-08-05 19:42:58,PortelanceF,"@RedFox_Fr @franceinfoplus Merci de citer ou contrôler vos sources ! Les tromboses et AVC (extrêmement rares) surviennent lors de l’utilisation du vaccin AstraZeneca sur les individus de -60 ans. En France, seul les vaccins à ARN sont utilisés pour eux (donc pas AZ) !",tweet,6,0,astrazeneca
1423258640614633479,2021-08-05 12:24:37,maemt83,"@p_duval Les vaccins AstraZeneca et Janssen reposent sur un vecteur viral non réplicatif : un virus inoffensif qui ne peut se reproduire dans les cellules est utilisé pour transporter le matériel génétique du coronavirus, fabriquant la protéine qui enclenchera une réponse immunitaire.😜",tweet,0,0,astrazeneca
1423250754010296324,2021-08-05 11:53:17,SectusemStark,"@YoanLugdunum @ComplotsFaciles les hashtag c'est bien #Mais #utilisés #Ridiculement #comme #ca #non.

Macron chez Pfizer et alors ? Il a été chez astrazeneca et moderna aussi ou bien ? Les autres présidents dans le monde aussi ?",tweet,0,0,astrazeneca
1423232580179140612,2021-08-05 10:41:04,MrUgoThomas,"Et on pourrait même les appeller AstraZeneca et Janssen&amp;Jansenn.
#VaccinezVous https://t.co/daoS4bbD4h
Pour ma part je ne suis pas un anti vaccin. Si demain on nous propose un vaccin classique à virus inactivé, il est possible que je me fasse vacciner. Et vous ?",quote,21,3,astrazeneca
1423191699074031617,2021-08-05 07:58:37,GermanicusChan2,"@PNerval Avec mon mari tous 2 vaccinés avec AstraZeneca aucuns problèmes comme tous vaccins ou médicaments il peut y avoir des effets secondaires, mon mari à fait une allergie à la pénicilline ce n'était qu'une cloque de la tête au pied",tweet,1,0,astrazeneca
1423008024222896133,2021-08-04 19:48:45,Horkins2,Et  maintenant une #barbie vaccinée !!!!     #AstraZeneca jab pioneer Dame Sarah Gilbert is immortalised as a Barbie https://t.co/zcHgFzwvoU via @Femail,tweet,0,0,astrazeneca
1422910572736262157,2021-08-04 13:21:31,bois_dinde,"Covid-19 : piégé en caméra cachée, le militant antivax anglais Piers Corbyn accepte 10.000 livres pour arrêter de critiquer AstraZeneca https://t.co/IPyzvtlbXK
C’est de famille?",tweet,0,0,astrazeneca
1422899702178230277,2021-08-04 12:38:19,JulienMilquet,"Entre la tune et faire parler de soi, le coeur des #antivaxx balance. Peut-être faut-il balancer un billet à @raoult_didier aussi ?
https://t.co/p8iXZJUn7O",tweet,3,1,astrazeneca
1422872910692225026,2021-08-04 10:51:52,Joel_Beuzelin,@zoomabus Non vacciné 2 doses Astrazénéca et je vais bien.,tweet,0,0,astrazeneca
1422775398216179713,2021-08-04 04:24:23,PierreCol,"THREAD À LIRE sur le niveau de protection contre le variant Delta apporté par les vaccins Pfizer et AstraZeneca : https://t.co/SKL97Vzfx1
Une nouvelle étude anglaise estime l'efficacité de la vaccination (avec Pfizer et Astra Zeneca) contre Delta à :
- 60% contre les formes symptomatiques
- 50% contre l'infection

https://t.co/UcjDxChXHV",quote,3,1,astrazeneca
1422695769707057157,2021-08-03 23:07:58,jmdu91290,"😂😂😂
Covid-19 : piégé en caméra cachée, le militant antivax anglais Piers Corbyn accepte 10.000 livres pour arrêter de critiquer AstraZeneca

https://t.co/4DAoSIU5Qe",tweet,13,3,astrazeneca
1422625613186281472,2021-08-03 18:29:11,lrastocle,Des personnes de convictions avant tout ... https://t.co/RbiWIO2v9X,tweet,0,0,astrazeneca
1422189799608360971,2021-08-02 13:37:25,Simon65554589,"Je suis vacciné 
#AstraZeneca 1ère dose le 4 mai 2021
#Pfizer 2ème dose le 4 juin

Je suis mort le 4 juillet d'une trombose, d'une myocardie, d'un œdème de quincke.

Vivement l'élection de Florian Laval Philippot pour nous sauver https://t.co/8ZnhI6HNX1 https://t.co/7ed5zJGyov
@NoeBishop @f_philippot Oui tout le monde s'est réveillé que le Vaccin Pfizer cause des symptômes grave et des effets cardio-vasculaire, Macron avec son passe Nazitaire n'a donc plus de légitimité car il fait du lèche-cul avec Pfizer. https://t.co/s1gJXCzb3u",quote,0,0,astrazeneca
1422070321298001920,2021-08-02 05:42:40,nawalaou,"@widadebouthim1 Astrazeneca oui , sinopharm non il faut l autorisation",tweet,1,0,astrazeneca
1421579428891660288,2021-07-31 21:12:02,MinkaOceane_Dr,"@le_crabe_poilu @MinkaHillary @ChampoDr @Citizen4Sci Ce n'était pas de votre faute. En France, nous avons commencé la campagne vaccinale avec de l'#AstraZeneca puis en fonction de la tolérance de ce vaccin et des résultats des études reçus, nous nous sommes plus orientés vers le #Pfizer.",tweet,1,0,astrazeneca
1421572374802182144,2021-07-31 20:44:00,MinkaOceane_Dr,"C'est clair.
 Les vaccins à ARNm #PFIZER et #MODERNA, sont BIEN PLUS EFFICACES que les vaccins à vecteurs viraux #AstraZeneca et #Janssen pour prévenir de l'infection à SARS-COV-2, y compris du variant delta, qu'il s'agisse des formes asymptomatiques ou graves à risque de décès. https://t.co/z79PV1igc8",tweet,15,10,astrazeneca
1421566663753928704,2021-07-31 20:21:18,MinkaOceane_Dr,"Nous nous rendons même compte que l'association #Astra + #Astra induit la plus faible activité neutralisante du virus.
Donc si on a eu en 1 ère dose de l'#AstraZeneca vaut mieux faire en 2 ème dose un vaccin à ARNm (#Pfizer, #moderna).",tweet,3,0,astrazeneca
1421566661572845575,2021-07-31 20:21:18,MinkaOceane_Dr,"#COVID #VACCINATION
Un schéma vaccinal heterologue avec #AstraZeneca (ChadOx1 nCoV-19) en 1 ère dose et #Pfizer (BNT162b2) en 2 ème dose, induit une meilleure activité neutralisante du virus que #Pfizer + #Pfizer ou #Astra + #Astra.

https://t.co/TGI7D2pGv2 https://t.co/4rD0cmIzkS",tweet,4,0,astrazeneca
1421516235242627073,2021-07-31 17:00:55,bernadettesch14,"@LCI Patrick Berche ne parle que de Pfizer, le vaccin dit-il, pas un mot sur AstraZeneca !! Oublié, et les imbéciles qui ont été vaccinés avec, ils sont protégés comment ?",tweet,0,0,astrazeneca
1421417249437626369,2021-07-31 10:27:35,txipironcito,"Le résumé en 1 minute par Alexandra Henrion-Caude de l'action délétères des protéines Spike dans l'organisme après injection des vaccins Pfizer où Astrazeneca https://t.co/tfpRhe8AvM
Le résumé en 1 minute par Alexandra Henrion-Caude de l'action délétères des protéines Spike dans l'organisme après injection des vaccins Pfizer ou Astrazenaca @f_philippot @dupontaignan @andrebercoff @pierrejovanovic #PassSanitaire https://t.co/GYrrLA5cBk",quote,44,36,astrazeneca
1421411736675000322,2021-07-31 10:05:41,arbreduvoyageur,"Encore et toujours des informations biaisées.
Si vous consultiez vos confrères étrangers vous sauriez que bien qu'il y a utilité à se faire vacciner il y a 1 nombre d'accidents élevé (AstraZeneca réservé à l'export) 1 protection et 1 durée plus faible que pour d'autres vaccins. https://t.co/RZ9g8h4S5J
La vaccination contre le Covid-19, une épreuve pour ceux qui ont peur des aiguilles : ""Je suis tombé dans les pommes juste après""

https://t.co/8Mh7TN9Wql https://t.co/pHKIg9w9FW",quote,0,0,astrazeneca
1421217957653454852,2021-07-30 21:15:40,BoodUp65,@MaxBracos @Maeva84577495 J'ai été malade en mars 2020 et vaccinée avec Astrazeneca en mars 2021. Sérologie faite  y a une semaine :  27 900 Au/mL,tweet,1,0,astrazeneca
1421172831430316033,2021-07-30 18:16:21,BoodUp65,"@DessinsEnChemin @Fraslin Et je pars avec mes anticorps au taquet 😄: 27 969 Au/mL grace à ma 1ère et unique injection d'astrazeneca faite début mars ( j'ai été malade en mars 2020).
#VaccinezVous et #SortezMasqué",tweet,0,0,astrazeneca
1421001572994199554,2021-07-30 06:55:50,EricGuerin33,@nathanpsmad @lemondefr Vous pensez qu’avec Astrazeneca une nouvelle dose de type Pfizer sera nécessaire pour être plus efficace contre le Delta ?,tweet,0,0,astrazeneca
1420846364263698440,2021-07-29 20:39:05,enraje,"Arrête moi si tu piques.
Taxi Pfizer
Les Quatre Filles du Doctolib
L’ARN des Neiges
Ad AstraZeneca
Dirty Dosing
Les Vaccins de Monsieur Hulot #VaccineUnFilm",tweet,148,16,astrazeneca
1420359154066198532,2021-07-28 12:23:05,jospi31416,@AlizeeRenault @DamienBarraud Et AstraZeneca par un français,tweet,5,0,astrazeneca
1420315893201096704,2021-07-28 09:31:11,JurassienManu,"@Lau_Be1 @JLGagnaire @f_philippot AstraZeneca. ""Je veux juste que ça se sache"" : un retraité du Pas-de-Calais porte plainte après le décès de sa femme

https://t.co/NZyjXtB6wo",tweet,0,0,astrazeneca
1420315843104329728,2021-07-28 09:30:59,JurassienManu,"@SpectraPro @JLGagnaire @f_philippot @olivierveran AstraZeneca. ""Je veux juste que ça se sache"" : un retraité du Pas-de-Calais porte plainte après le décès de sa femme

https://t.co/NZyjXtB6wo",tweet,0,0,astrazeneca
1420315747998388225,2021-07-28 09:30:37,JurassienManu,"@JLGagnaire @f_philippot AstraZeneca. ""Je veux juste que ça se sache"" : un retraité du Pas-de-Calais porte plainte après le décès de sa femme

https://t.co/NZyjXtB6wo",tweet,0,2,astrazeneca
1420315681178980352,2021-07-28 09:30:21,JurassienManu,"@LucasLaw25 @f_philippot AstraZeneca. ""Je veux juste que ça se sache"" : un retraité du Pas-de-Calais porte plainte après le décès de sa femme

https://t.co/NZyjXtB6wo",tweet,1,0,astrazeneca
1420315627852554244,2021-07-28 09:30:08,JurassienManu,"@albymmo @f_philippot AstraZeneca. ""Je veux juste que ça se sache"" : un retraité du Pas-de-Calais porte plainte après le décès de sa femme

https://t.co/NZyjXtB6wo",tweet,0,0,astrazeneca
1420261620937330689,2021-07-28 05:55:32,magicdic1,"@TheSpaceNoob @DelormeEric2 @dadouPe7 761 DC Pfizer, 44 DC Moderna , 7 DC Janssen , 171 DC Astrazeneca ! Source rapport de surveillance des vaccin de L' ANSM dispo sur leur site ! Soit un total de 983 DC en France !",tweet,2,0,astrazeneca
1419946778695188491,2021-07-27 09:04:28,ansart4,"Pfizer, Moderna, AstraZeneca, Janssen : que contiennent les vaccins autorisés en France ?
https://t.co/hZD4ejln0t

Actualités à la une
https://t.co/7wJWb8D9n2",tweet,0,0,astrazeneca
1418840368469221381,2021-07-24 07:47:59,Joel_Beuzelin,"Oui #lesgrandesgueules 2 morts à cause du Pfizer mais combien de millions de vies sauvées grâce à ce vaccin ?
Marre de la dictature des minorités.
62 ans, vax 2 fois à l' Astrazénéca et toujours vivant.
Mélenchon, Coquerelle, Quatennens, Fiat, Panot, Ruffin tous vax et vivants",tweet,0,0,astrazeneca
1418511995679264773,2021-07-23 10:03:09,1995juliacs,"@dr_l_alexandre @AstraZeneca @pfizer @moderna_tx En Israël, pays le plus assidu à la vaccination avec un peu plus de 60% de personnes vaccinées complètement, recrudescence de variant, retour du masque à l'extérieur....bref retour à la case départ.....",tweet,0,0,astrazeneca
1418497616443285513,2021-07-23 09:06:00,13091993555,"C’est pour quand l’obligation du vaccin ? Ceux qui veulent pas, coupez la caf etc.. ça va courir se faire vacciner #AstraZeneca #PJLSanitaire #OMS #NonAuPasseportSanitaire #vaccines #confinement #AntiPassSanitaire #Antivaccin #antivax #AssembleeNationale",tweet,0,0,astrazeneca
1418478348246953984,2021-07-23 07:49:26,AurelienBaudet,#GGRMC êtes vous vacciné ? #antivax #VaccinezVous #DeltaVariant #manifestation #coronavirus @RMCinfo #JohnsonVariant #VaccinObligatoire @RMCStory @AlainMarschall @Olivier_Truchot #AstraZeneca #Moderna #Johnson @HopPitieSalpe #vaccination #Covid #OMS #Delta #ARNm,tweet,0,0,astrazeneca
1418155955032924164,2021-07-22 10:28:22,ertseled491,"J'ai eu mon deuxième vaccin avec ASTRAZENECA.
J'ai récupéré mes deux QRCODES
et je suis bien portant.
Je n'ai pas envie de sortir de chez moi pourtant.",tweet,1,0,astrazeneca
1418137507900841985,2021-07-22 09:15:04,GermanicusChan2,"@BruneSMH Mon mari et moi sommes vaccinés avec AstraZeneca, mes  3 grands fils avec pfizer aucun effet secondaire juste un ressenti à l'endroit de la piqûre 2 ou 3 jours, comme le vaccin de la grippe entre parenthèses avant grippe presque tous les hivers depuis 10 ans vaccin zéro grippe",tweet,3,3,astrazeneca
1418099884964687873,2021-07-22 06:45:34,cchantraine,"@JBLemoyne @ameli_actu @olivierveran vacciné en Côte d’Ivoire (2 doses AstraZeneca), disposant d’un suivi virologique prouvant la vaccination, je ne peux pas avoir le #PassSanitaire . Pourquoi ? https://t.co/C0Bs04T6Y7",tweet,0,0,astrazeneca
1417902632795049991,2021-07-21 17:41:45,PierreBaillo,"@wonder_ines Tu vas continuer dans l'evenetiel ?
Ça serait trop cool si on pouvait se voir à Paris où sur la côte.
Ne te tracasse pas.
J'ai eu les 2 doses d'astrazeneca c'est passé comme une lettre à la poste.
Bisous chère Inès.",tweet,0,0,astrazeneca
1417887474278273024,2021-07-21 16:41:31,sfax19,@jmjbest @dr_l_alexandre @AstraZeneca @pfizer @moderna_tx Moi je parlais des vaccinations de la famille Alexandre,tweet,0,0,astrazeneca
1417878728772829184,2021-07-21 16:06:46,sfax19,@dr_l_alexandre @AstraZeneca @pfizer @moderna_tx Inutilement passionnant,tweet,0,0,astrazeneca
1417802054605709315,2021-07-21 11:02:05,msieuramer,@StoneMoha Pour Alix j’fais même astrazeneca,tweet,0,1,astrazeneca
1417514193461420038,2021-07-20 15:58:14,DinoTomasi,"Des dons de doses Pfizer auraient été étonnants...
#Covax
 https://t.co/qc691mttEo",tweet,0,0,astrazeneca
