id,date,screenName,texte,type,nbre_like,nbre_retweet,type_vaccin
1465743674051080194,2021-11-30 18:04:58,pierr_joigneaux,"65 000 dollars par minute dans la poche de Pfizer, BioNTech et Moderna. Stop aux profits sanglants sur la pandémie, levée des #brevets sur les #vaccins.

Édito d'@AQuatennens.
https://t.co/7Duw4x9ODy",tweet,42,20,moderna
1465624848785367040,2021-11-30 10:12:48,guillaumesi,@Peuplenerve @sha_double C'est exactement ce que dit le patron de moderna en fait,tweet,0,0,moderna
1465589288473710596,2021-11-30 07:51:30,fredycours,"@T_Nenninger Alors que le 20 novembre, le stock de ""vaccin"" Janssen correspondait à 318 mois de consommation, on a reçu le 21 une livraison de 1 200 000 doses, soit 568 mois de plus (2111 doses consommées en 1 mois) ????

Pour Moderna on a toujours un stock absurde de 10M de doses",tweet,0,0,moderna
1465205768978845702,2021-11-29 06:27:32,MongeotNicolas,"ℹ️ Le Nouveau variant
Redoublez de prudence.
Les vaccins ne sont pas adaptés au nouveau variant et pas avant 2 semaines selon Pfizer et Moderna.
Les premières administrations vaccinales commenceront au plus tôt début 2022, les calendriers de rendez-vous étant déjà chargés. https://t.co/G4r1xamvZY https://t.co/cI5n01QEbY
COVID-19/OMICRON 
Le variant circule très probablement dans la région
Même si il est contenu dans le Jura, il va très vite circuler vers les autres départements
La tension hospitalière a commencé en Haute-Saône +13% avant de basculer au sud de la Franche-Comté +30% en 2 semaines. https://t.co/Bcp6udVjGv",quote,0,0,moderna
1465096286399614977,2021-11-28 23:12:29,BastetMichle3,"Pas d'inquiétude 😉 Pfizer, Moderna etc. Vont tous nous sortir de leur boîte magique des vaccins ""adaptés"" au petit Omicron, et ainsi de suite.. Et bien sûr faudra foncer pour le énième rappel pour 1 protection soi disant efficace. Non mais ça devient juste délirant 😜 🙃🙄",tweet,0,0,moderna
1465018277617352708,2021-11-28 18:02:30,Julienber,"@mntgne Que c'est con !
Mettre des pneus neiges n'a aucun impact sur ta santé contrairement à l'injection d'une substance nouvelle.
Avec le recule, interdiction de l'AZ pour les moins de 60ans, et du moderna au moins de 30ans.
Troubles coagulation, myopathie...",tweet,0,0,moderna
1465012939858092038,2021-11-28 17:41:18,LaurentBibas,"@Hyper_Calme Je vais faire le PFIZER  le 8/12 après AZ , et@MODERNA https://t.co/FSF08aGNfd",tweet,1,0,moderna
1464839970766610434,2021-11-28 06:13:59,ChicaultL,"Et puis on lui dit également que les pharmacies, infirmiers libéraux vaccinent aussi avec Pfizer et Moderna contrairement au printemps 2021 ou ils n’avaient droit qu’à l’aztra ou au jansen https://t.co/LsTAmZ41yW
On lui dit, au président #PS de #SeineSaintDenis, #StephaneTroussel, que c'est une guerre, cette bataille contre le #covid, et que par définition, on n'a pas de temps pour la préparation? 
https://t.co/hhYG45aJ7y",quote,0,0,moderna
1464697755327205400,2021-11-27 20:48:52,EricTanais,"Alors vous n’avez pas lu le rapport dans sa totalité. Ils disent en effet que ce variant est très préoccupant car beaucoup plus contagieux que le Delta et que les vaccins actuels ne sont pas adaptés à ce variant. D’ailleurs Moderna recherche un nouveau vaccin pour le combattre https://t.co/AvNrvZs77j
@EricTanais @BFMTV l'OMS le classe comme ""préoccupant"" pour l'instant rien ne prouve que le vaccin ne soit pas efficace contre lui' même si c'est une possibilité.",quote,0,0,moderna
1464668703254056972,2021-11-27 18:53:25,Midol_13,"@MechanteDroite Me suis dit pareil, même si le moderna fait d'autre anticorps, c'est pt bien de varier...",tweet,0,0,moderna
