id,date,screenName,texte,type,nbre_like,nbre_retweet,type_vaccin
1376298381383979016,2021-03-28 22:21:19,KINGDHARMA1,@Guillaume_Bigot @CNEWS Possible effet domino que balance l'ancien PDG de Pfizer 🤔 https://t.co/0PwEcFwTna,tweet,0,0,pfizer
1376298005377265670,2021-03-28 22:19:49,KINGDHARMA1,@Guillaume_Bigot Pas sùr qu il n y ait pas un effet kiss cool et c'est l ancien pdg de Pfizer qui le suggère https://t.co/0PwEcFwTna,tweet,0,0,pfizer
1376217065539956740,2021-03-28 16:58:11,Jedi_Charles000,"@lejapon @KanpaiFR @_LoicS Propos non xénophobe ou racistes
Israël + Émirats Arabs Unis ont vacinné plus que n'importe quel pays au monde
Payé le vaccin COMIRNATYL (Pfizer Biontech) 3x voir plus cher
Livré en priorité
Dersonnes FORTUNÉS en jet (ex famille royale d'Espagne sont allé se faire vacciné à Dubaï https://t.co/UFEjQixAGH",tweet,0,0,pfizer
1376164508520038403,2021-03-28 13:29:21,GeismarLuc,"Ce dimanche visite du #CentreDeVaccination Métropolitain #Nantes .
400/450 doses/jour #Pfizer sont administrées.
Félicitations au personnel administratif, de sécurité, soignant...œuvrant quotidiennement au bon déroulement @nantesfr @protec44 @ars_pdl @NantesMetropole @Sante_Gouv https://t.co/AFKWDQLAJZ",tweet,24,6,pfizer
1376128161436594178,2021-03-28 11:04:55,KINGDHARMA1,@Le___Doc @Isiliie @mohiniiAttam @MissPerelin @TBaubet @Neurofrogg @Dr_ribouldingue @PatrickPelloux @BrunoROCHERR @ChampoDr @Fraslin @dmascret @axelkahn @Rachti_ @MisandrikWitch @ModesteGueux @Psychostroop Alors si l ancien PDG de Pfizer dit qu'il ne faut pas vacciner tout le monde..on fait quoi? 😅😅 https://t.co/0PwEcFwTna,tweet,0,0,pfizer
1376124828000923650,2021-03-28 10:51:40,KINGDHARMA1,@JeanYvesCAPO @ivanrioufol @PascalPraud @BrigitteMilhau Quand l'ancien boss de Pfizer balance https://t.co/0PwEcFwTna,tweet,0,0,pfizer
1376124391390597124,2021-03-28 10:49:56,KINGDHARMA1,@HdeLepinau @ChdOrnellas Surtout en lisant https://t.co/0PwEcFwTna,tweet,0,0,pfizer
1376074567924514819,2021-03-28 07:31:57,jc_rav,"@mac_lod31 @Poulin2012 @lemondefr Ils ont reçu 12millions de Sinovac et la semaine dernière 1m de Pfizer
https://t.co/FyTxngKu9Q",tweet,0,0,pfizer
1376007301484675073,2021-03-28 03:04:40,soleildemarseil,@docfromMars @math_lehot Effectivement. Pas de livraison la semaine dernière ni cette semaine. De toutes façons les patients veulent aller en centre de vaccination pour bénéficier du Pfizer. En ce moment c’est lui qui est livré à la France. En ce moment. Mais là aussi ça change tous les 10 jours...,tweet,1,0,pfizer
1375917310288990215,2021-03-27 21:07:04,Nadinemarie762,"ÇA c'est une bonne nouvelle !!!!
La SEULE bonne nouvelle depuis des lustres ! 👇
https://t.co/ynwKpxq4gS https://t.co/0YIEMCNJfA
ÇA c'est une bonne nouvelle !!!!
La SEULE bonne nouvelle depuis des lustres ! 
https://t.co/ynwKpxq4gS",quote,1,1,pfizer
